Angulo,Calado,Rotacao,Vw,Fx_popa_bom,Fx_popa_bor,Fx_proa_bom,Fx_proa_bor,Fy_popa_bom,Fy_popa_bor,Fy_proa_bom,Fy_proa_bor,Fx_popa_bom,Fx_popa_bor,Fx_proa_bom,Fx_proa_bor,Fy_popa_bom,Fy_popa_bor,Fy_proa_bom,Fy_proa_bor,fx_rotores,fy_rotores,fx_casco_sup,fx,Lift_popa_bom,Lift_popa_bor,Lift_proa_bom,Lift_proa_bor,Drag_popa_bom,Drag_popa_bor,Drag_proa_bom,Drag_proa_bor,CL_popa_bom,CL_popa_bor,CL_proa_bom,CL_proa_bor,CD_popa_bom,CD_popa_bor,CD_proa_bom,CD_proa_bor,Media LIFT,Media DRAG,Mz_popa_bom,Mz_popa_bor,Mz_proa_bom,Mz_proa_bor,Mz_rotor,c_x,P_popa_bom,P_popa_bor,P_proa_bom,P_proa_bor,Pcons
120,8.5,180,12,80519,51442,111946,71921,95928,82401,117495,82401,80.5,51.4,111.9,71.9,95.9,82.4,117.5,82.4,315.8,378.2,6.3,322.2,117.7,85.8,155.7,103.5,42.8,45.6,45.8,35.4,7.8,5.7,10.3,6.8,2.8,3.0,3.0,2.3,115.7,42.4,-6283,-6483.2,-5821.7,-6179.3,24767.2,5.222,131590.844283364,135783.823278356,121929.399676025,129418.956562183,691.630698399903
120,16,100,6,20312,11420,22177,16657,25774,16039,24524,20142,20.3,11.4,22.2,16.7,25.8,16.0,24.5,20.1,70.6,86.5,-3.4,67.1,30.5,17.9,31.5,24.5,12.2,8.2,10.1,9.1,8.1,4.7,8.3,6.5,3.2,2.2,2.7,2.4,26.1,9.9,-1997.5,-2230,-2046.2,-2191,8464.7,4.667,23241.9678723912,25947.2282129824,23808.618102872,25493.4426074638,131.321675727612
120,16,100,10,54217,33830,62668,45315,65609,41990,64733,52253,54.2,33.8,62.7,45.3,65.6,42.0,64.7,52.3,196.0,224.6,-10.5,185.5,79.8,50.3,86.6,65.4,29.7,19.4,24.7,22.6,7.6,4.8,8.3,6.2,2.8,1.9,2.4,2.2,70.5,24.1,-1951.5,-2035.3,-2023.4,-1987.7,7997.9,4.667,22706.7335684462,23681.7908438937,23543.3280565688,23127.9396945942,124.079722884671
120,16,100,12,76090,49760,85720,65490,78880,55840,75420,65800,76.1,49.8,85.7,65.5,78.9,55.8,75.4,65.8,277.1,275.9,-13.2,263.9,105.3,71.0,111.9,89.6,30.3,23.5,22.5,24.2,7.0,4.7,7.4,5.9,2.0,1.6,1.5,1.6,94.5,25.1,-1947.2,-2193.1,-2060.7,-2459.3,8660.3,4.581,22656.7007965557,25517.8772169918,23977.3332638981,28615.2548628644,134.356221520413
120,16,180,6,16873,15967,13557,16954,18140,17067,14437,18474,16.9,16.0,13.6,17.0,18.1,17.1,14.4,18.5,63.4,68.1,-18.0,45.3,23.7,22.4,19.0,23.9,7.3,6.8,5.7,7.5,6.3,5.9,5.0,6.3,1.9,1.8,1.5,2.0,22.2,6.8,-6993.3,-7061.9,-7126.4,-6899.5,28081.1,4.190,146467.332695663,147904.087735905,149254.972576949,144502.790089619,784.172244130847
120,16,180,10,55034,29019,58665,46962,69182,42089,65357,57182,55.0,29.0,58.7,47.0,69.2,42.1,65.4,57.2,189.7,233.8,-10.4,179.2,82.3,46.2,83.5,69.3,32.4,21.9,27.3,26.0,7.8,4.4,8.0,6.6,3.1,2.1,2.6,2.5,70.3,26.9,-6166.5,-6593.2,-6242.4,-6282.9,25285,4.516,129150.873989076,138087.657890988,130740.519871793,131588.749888262,706.090402186826
120,16,180,12,86050,47160,93850,69780,107840,64220,102170,82350,86.1,47.2,93.9,69.8,107.8,64.2,102.2,82.4,296.8,356.6,-13.2,283.6,128.4,73.0,132.4,101.6,50.4,32.0,41.6,36.4,8.5,4.8,8.8,6.7,3.3,2.1,2.7,2.4,108.8,40.1,-5922.4,-6430,-6029.2,-6150.6,24532.2,4.908,124038.455544135,134669.605083882,126275.269513491,128817.865167796,685.068260412405
150,8.5,100,6,220,1828,7081,4375,21226,20667,30585,23623,0.2,1.8,7.1,4.4,21.2,20.7,30.6,23.6,13.5,96.1,-16.3,-2.8,18.5,18.8,30.0,22.6,10.4,8.8,9.2,8.0,4.9,5.0,7.9,6.0,2.8,2.3,2.4,2.1,22.5,9.1,-2213.1,-2176,-2053.6,-2148.7,8591.4,0.893,25750.5877839243,25318.9096822644,23894.721012637,25001.2597584014,133.287304316303
150,8.5,100,10,-3233,10690,26453,14944,47313,56612,84370,58482,-3.2,10.7,26.5,14.9,47.3,56.6,84.4,58.5,48.9,246.8,-33.5,15.4,39.4,54.4,86.3,58.1,26.5,19.0,19.3,16.3,3.7,5.2,8.2,5.5,2.5,1.8,1.8,1.6,59.5,20.3,-2332.1,-2072.2,-2010.3,-2151.7,8566.3,1.163,27135.2156571732,24111.1418398843,23390.902635228,25036.1663434413,132.897901967636
150,8.5,100,12,-4053,15414,36791,21450,55196,72312,107684,78381,-4.1,15.4,36.8,21.5,55.2,72.3,107.7,78.4,69.6,313.6,-55.3,14.3,45.8,70.3,111.7,78.6,31.1,22.8,22.0,20.6,3.0,4.7,7.4,5.2,2.1,1.5,1.5,1.4,76.6,24.1,-2636.9,-2121.5,-2082.6,-1933,8774,1.151,30681.7246972257,24684.7733873731,24232.1513346893,22491.4762940336,136.120167617762
150,8.5,180,6,434,1771,4184,2154,21106,17615,22347,17751,0.4,1.8,4.2,2.2,21.1,17.6,22.3,17.8,8.5,78.8,-16.7,-8.2,18.5,16.1,21.4,16.4,10.2,7.3,7.6,7.0,4.9,4.3,5.7,4.4,2.7,1.9,2.0,1.9,18.1,8.0,-7161.6,-7018.4,-6981.4,-6953.6,28115,0.565,149992.199652991,146993.025866364,146218.099678479,145635.857840013,785.118910717129
150,8.5,180,10,-3090,6350,23250,8860,47300,56310,89950,58930,-3.1,6.4,23.3,8.9,47.3,56.3,90.0,58.9,35.4,252.5,-38.0,-2.6,39.4,51.9,89.5,55.5,26.3,22.7,24.8,21.8,3.8,4.9,8.5,5.3,2.5,2.2,2.4,2.1,59.1,23.9,-6791.2,-6413.3,-6156.7,-6351.5,25712.7,0.842,142234.560193727,134319.841101783,128945.623269042,133025.504928504,718.034039324073
150,8.5,180,12,-4922,9370,35896,15826,67386,81169,139232,87278,-4.9,9.4,35.9,15.8,67.4,81.2,139.2,87.3,56.2,375.1,-53.5,2.7,55.9,75.0,138.5,83.5,38.0,32.5,38.5,29.9,3.7,5.0,9.2,5.5,2.5,2.1,2.5,2.0,88.2,34.7,-6666.1,-6365.6,-5877.6,-6482.2,25391.5,0.929,139614.471920633,133320.814637941,123100.166538262,135762.879327332,709.064443232224
150,16,100,6,-7096,1272,5280,4502,35392,20062,28976,31459,-7.1,1.3,5.3,4.5,35.4,20.1,29.0,31.5,4.0,115.9,-11.4,-7.4,27.1,18.0,27.7,29.5,23.8,8.9,9.9,11.8,7.2,4.8,7.3,7.8,6.3,2.4,2.6,3.1,25.6,13.6,-2083.9,-2156.5,-2025.5,-1767.8,8033.7,0.262,24247.2775215399,25092.0168795051,23567.7626660968,20569.2870111705,124.63512543775
150,16,100,10,-5721,5460,19374,12488,34419,54188,80750,65986,-5.7,5.5,19.4,12.5,34.4,54.2,80.7,66.0,31.6,235.3,-40.6,-9.0,26.9,49.7,79.6,63.4,22.2,22.4,23.6,22.2,2.6,4.7,7.6,6.0,2.1,2.1,2.2,2.1,54.9,22.6,-2480.7,-2131.4,-2073.9,-1868.7,8554.7,0.752,28864.2551694822,24799.9651180048,24130.9222380736,21743.3118213454,132.717939129208
150,16,100,12,-5610,15460,32410,23130,46970,77730,104920,88500,-5.6,15.5,32.4,23.1,47.0,77.7,104.9,88.5,65.4,318.1,-56.9,8.4,37.9,75.0,107.1,88.2,28.3,25.5,24.4,24.2,2.5,5.0,7.1,5.8,1.9,1.7,1.6,1.6,77.0,25.6,-2434.9,-2036.4,-2002.1,-2210.8,8684.2,1.081,28331.3479712066,23694.589925075,23295.4913027856,25723.8260687271,134.727007023726
150,16,180,6,1254,1974,3811,1872,32076,19481,20063,18949,1.3,2.0,3.8,1.9,32.1,19.5,20.1,18.9,8.9,90.6,-20.7,-11.8,28.4,17.9,19.3,17.3,15.0,8.0,6.7,7.9,7.5,4.7,5.1,4.6,4.0,2.1,1.8,2.1,20.7,9.4,-6892.1,-6977.7,-7154.2,-6925.4,27949.4,0.589,144347.804852041,146140.60705969,149837.214415414,145045.238421138,780.494486331045
150,16,180,10,-8710,-15870,19640,14190,52820,81750,87900,71040,-8.7,-15.9,19.6,14.2,52.8,81.8,87.9,71.0,9.3,293.5,-52.2,-43.0,41.4,62.9,85.9,68.6,34.0,54.6,26.9,23.2,3.9,6.0,8.2,6.5,3.2,5.2,2.6,2.2,64.7,34.7,-6697.4,-6517.8,-6136.4,-6382.3,25733.9,0.220,140270.017587682,136508.483983784,128520.461063256,133670.578620041,718.62605500635
150,16,180,12,-10867,6347,29727,14712,77017,83246,131426,94925,-10.9,6.3,29.7,14.7,77.0,83.2,131.4,94.9,39.9,386.6,-59.8,-19.9,61.3,75.3,128.7,89.6,47.9,36.1,40.0,34.7,4.1,5.0,8.5,5.9,3.2,2.4,2.6,2.3,88.7,39.7,-6843.7,-6349.3,-5989.6,-5976.2,25158.8,0.660,143334.117622483,132979.428236251,125445.889052943,125165.240109222,702.566233361199
180,8.5,100,6,-13527,-13636,-7226,-11219,-17918,-20411,-20405,-27133,-13.5,-13.6,-7.2,-11.2,-17.9,-20.4,-20.4,-27.1,-45.6,-85.9,-19.0,-64.6,17.9,20.4,20.4,27.1,13.5,13.6,7.2,11.2,4.7,5.4,5.4,7.2,3.6,3.6,1.9,3.0,21.5,11.4,2181,2071.5,2160.1,2162.1,8574.7,-3.016,-25377.0873239976,-24102.9969700417,-25133.904781553,-25157.1758382463,133.028219885118
180,8.5,100,10,-35987,-33267,-17239,-25536,-52186,-54867,-65820,-73680,-36.0,-33.3,-17.2,-25.5,-52.2,-54.9,-65.8,-73.7,-112.0,-246.6,-53.7,-165.7,52.2,54.9,65.8,73.7,36.0,33.3,17.2,25.5,5.0,5.2,6.3,7.0,3.4,3.2,1.6,2.4,61.6,28.0,2187.8,2106.9,2152.3,2163.1,8610.1,-2.667,-25456.2089167546,-24514.8946735124,-25043.1476604493,-25168.8113665929,133.577416823079
180,8.5,100,12,-42898,-42860,-21357,-32401,-74667,-76161,-86044,-97000,-42.9,-42.9,-21.4,-32.4,-74.7,-76.2,-86.0,-97.0,-139.5,-333.9,-81.0,-220.5,74.7,76.2,86.0,97.0,42.9,42.9,21.4,32.4,4.9,5.0,5.7,6.4,2.8,2.8,1.4,2.1,83.5,34.9,2242.9,2216,2125.2,1639.3,8223.4,-2.307,-26097.3265286539,-25784.3308161296,-24727.8248422557,-19074.1216186287,127.578138407557
180,8.5,180,6,-6511,-7975,-7990,-8702,-16481,-16558,-16783,-18006,-6.5,-8.0,-8.0,-8.7,-16.5,-16.6,-16.8,-18.0,-31.2,-67.8,-26.7,-57.9,16.5,16.6,16.8,18.0,6.5,8.0,8.0,8.7,4.4,4.4,4.4,4.8,1.7,2.1,2.1,2.3,17.0,7.8,7251.7,7156.1,7265.9,7216,28889.7,-2.062,-151879.249640247,-149877.007922359,-152176.653744787,-151131.550588693,806.752615861449
180,8.5,180,10,-37480,-40540,-21540,-29490,-49640,-61930,-56400,-76510,-37.5,-40.5,-21.5,-29.5,-49.6,-61.9,-56.4,-76.5,-129.1,-244.5,-58.1,-187.1,49.6,61.9,56.4,76.5,37.5,40.5,21.5,29.5,4.7,5.9,5.4,7.3,3.6,3.9,2.1,2.8,61.1,32.3,6560.9,6351.3,6515.9,6165.4,25593.5,-3.073,-137411.168272915,-133021.316138299,-136468.690476838,-129127.83564295,714.70534737467
180,8.5,180,12,-54912,-55398,-33356,-45019,-74917,-85382,-89848,-115344,-54.9,-55.4,-33.4,-45.0,-74.9,-85.4,-89.8,-115.3,-188.7,-365.5,-81.6,-270.3,74.9,85.4,89.8,115.3,54.9,55.4,33.4,45.0,5.0,5.6,5.9,7.6,3.6,3.7,2.2,3.0,91.4,47.2,6568.7,6392.1,6295,5940.4,25196.2,-3.120,-137574.531090902,-133875.829340075,-131842.171695652,-124415.446662565,703.610638385592
180,16,100,6,-7963,-8134,-8142,-9912,-20909,-20079,-20594,-23989,-8.0,-8.1,-8.1,-9.9,-20.9,-20.1,-20.6,-24.0,-34.2,-85.6,-17.8,-51.9,20.9,20.1,20.6,24.0,8.0,8.1,8.1,9.9,5.5,5.3,5.4,6.3,2.1,2.2,2.2,2.6,21.4,8.5,2261.5,2162.6,2221.4,2047.9,8693.4,-2.259,-26313.7473559012,-25162.9936024196,-25847.1626692014,-23828.3985010613,134.869736171445
180,16,100,10,-35800,-27910,-18870,-25880,-52590,-49490,-66150,-73100,-35.8,-27.9,-18.9,-25.9,-52.6,-49.5,-66.2,-73.1,-108.5,-241.3,-40.9,-149.4,52.6,49.5,66.2,73.1,35.8,27.9,18.9,25.9,5.0,4.7,6.3,7.0,3.4,2.7,1.8,2.5,60.3,27.1,2235.4,2175.4,2070,1703.8,8184.6,-2.582,-26010.0600660542,-25311.9283652564,-24085.5436775218,-19824.6131969863,126.976193741091
180,16,100,12,-43375,-39485,-22059,-30016,-67065,-70712,-90437,-95499,-43.4,-39.5,-22.1,-30.0,-67.1,-70.7,-90.4,-95.5,-134.9,-323.7,-65.1,-200.1,67.1,70.7,90.4,95.5,43.4,39.5,22.1,30.0,4.4,4.7,6.0,6.3,2.9,2.6,1.5,2.0,80.9,33.7,2344.9,2206,2108.4,1637.2,8296.5,-2.231,-27284.15042001,-25667.9755326633,-24532.3479660323,-19049.6870091008,128.712214570409
180,16,180,6,-7180,-7384,-8102,-8473,-17216,-16811,-17128,-17646,-7.2,-7.4,-8.1,-8.5,-17.2,-16.8,-17.1,-17.6,-31.1,-68.8,-21.6,-52.7,17.2,16.8,17.1,17.6,7.2,7.4,8.1,8.5,4.6,4.4,4.5,4.7,1.9,2.0,2.1,2.2,17.2,7.8,7256.1,7191.1,7224.4,7241.3,28912.9,-2.059,-151971.403024753,-150610.046208197,-151307.479777294,-151661.432549598,807.40048207979
180,16,180,10,-37340,-38990,-21130,-29230,-47760,-57220,-55720,-75250,-37.3,-39.0,-21.1,-29.2,-47.8,-57.2,-55.7,-75.3,-126.7,-236.0,-47.3,-174.0,47.8,57.2,55.7,75.3,37.3,39.0,21.1,29.2,4.5,5.4,5.3,7.2,3.6,3.7,2.0,2.8,59.0,31.7,6738.1,6598.7,6500.8,6361.1,26198.7,-3.016,-141122.436394356,-138202.84962162,-136152.436816377,-133226.566858334,731.605719587581
180,16,180,12,-60152,-48527,-34060,-45427,-71279,-71922,-86490,-112290,-60.2,-48.5,-34.1,-45.4,-71.3,-71.9,-86.5,-112.3,-188.2,-342.0,-70.1,-258.3,71.3,71.9,86.5,112.3,60.2,48.5,34.1,45.4,4.7,4.8,5.7,7.4,4.0,3.2,2.3,3.0,85.5,47.0,6621.9,6420.5,6323.8,6254.2,25620.4,-3.111,-138688.749285375,-134470.637549155,-132445.357485141,-130987.658493875,715.456537084728
210,8.5,100,6,5453,2820,6160,2956,-25321,-22833,-25365,-25208,5.5,2.8,6.2,3.0,-25.3,-22.8,-25.4,-25.2,17.4,-98.7,-22.8,-5.4,24.7,21.2,25.0,23.3,7.9,9.0,7.3,10.0,6.5,5.6,6.6,6.2,2.1,2.4,1.9,2.7,23.5,8.6,2147.2,2149.2,2152.4,2070,8518.8,1.150,-24983.8064658815,-25007.0775225748,-25044.311213284,-24085.5436775218,132.160985172349
210,8.5,100,10,11320,2960,23330,3330,-57050,-54870,-70670,-56120,11.3,3.0,23.3,3.3,-57.1,-54.9,-70.7,-56.1,40.9,-238.7,-31.5,9.5,55.1,49.0,72.9,50.3,18.7,24.9,15.1,25.2,5.2,4.7,6.9,4.8,1.8,2.4,1.4,2.4,56.8,21.0,2279.2,2335.2,2127.1,2166.5,8908,0.975,-26519.6962076365,-27171.2857950477,-24749.9323461143,-25208.3721629714,138.19904868236
210,8.5,100,12,17310,6950,33890,8060,-76320,-74130,-93460,-75210,17.3,7.0,33.9,8.1,-76.3,-74.1,-93.5,-75.2,66.2,-319.1,-49.9,16.3,74.8,67.7,97.9,69.2,23.2,31.0,17.4,30.6,4.9,4.5,6.5,4.6,1.5,2.1,1.1,2.0,77.4,25.6,2377.2,2413.9,2195.1,2184.2,9170.4,1.095,-27659.9779856061,-28087.0018759274,-25541.148273685,-25414.3210147068,142.2699321999
210,8.5,180,6,6366,4201,4159,4076,-22682,-18400,-18838,-19642,6.4,4.2,4.2,4.1,-22.7,-18.4,-18.8,-19.6,18.8,-79.6,-21.8,-3.0,22.8,18.0,18.4,19.0,5.8,5.6,5.8,6.3,6.0,4.8,4.9,5.0,1.5,1.5,1.5,1.7,19.6,5.9,6936.7,7082.8,7123.3,7084.8,28227.6,1.244,-145281.905067709,-148341.816312305,-149190.046328775,-148383.704214353,788.263295897522
210,8.5,180,10,11310,-3310,16060,2080,-64880,-62790,-70590,-62460,11.3,-3.3,16.1,2.1,-64.9,-62.8,-70.6,-62.5,26.1,-260.7,-26.7,-0.5,61.8,52.7,69.2,55.1,22.6,34.3,21.4,29.4,5.9,5.0,6.6,5.3,2.2,3.3,2.0,2.8,59.7,26.9,6210.4,6686.6,6306.5,6766.9,25970.4,0.622,-130070.313439027,-140043.822916623,-132083.027132427,-141725.622183845,725.230380895897
210,8.5,180,12,13950,-12990,22190,9460,-92710,-77180,-101580,-93130,14.0,-13.0,22.2,9.5,-92.7,-77.2,-101.6,-93.1,32.6,-364.6,-58.1,-25.4,87.3,60.3,99.1,85.4,34.3,49.8,31.6,38.4,5.8,4.0,6.6,5.6,2.3,3.3,2.1,2.5,83.0,38.5,6012.9,6873.5,6191.4,6740.5,25818.3,0.539,-125933.8831118,-143958.247362996,-129672.378369572,-141172.701876813,720.982947628243
210,16,100,6,4484,2439,5167,1735,-25060,-24602,-26225,-26666,4.5,2.4,5.2,1.7,-25.1,-24.6,-26.2,-26.7,13.8,-102.6,-21.0,-7.2,23.9,22.5,25.3,24.0,8.6,10.2,8.6,11.8,6.3,6.0,6.7,6.3,2.3,2.7,2.3,3.1,23.9,9.8,2044.9,2101.4,2068.4,2146.9,8361.6,0.914,-23793.4919160214,-24450.8992676059,-24066.9268321671,-24980.3158073775,129.722178430896
210,16,100,10,11503,-975,21507,2116,-60954,-63652,-71853,-57379,11.5,-1.0,21.5,2.1,-61.0,-63.7,-71.9,-57.4,34.2,-253.8,-45.2,-11.1,58.5,54.6,73.0,50.7,20.5,32.7,17.3,26.9,5.6,5.2,7.0,4.8,2.0,3.1,1.6,2.6,59.2,24.3,2183.9,2241.7,2122.2,2143.2,8691,0.813,-25410.8303562028,-26083.3638946379,-24692.9182572158,-24937.264352495,134.832502480735
210,16,100,12,18280,5540,31160,5790,-80120,-82860,-93720,-77080,18.3,5.5,31.2,5.8,-80.1,-82.9,-93.7,-77.1,60.8,-333.8,-62.2,-1.4,78.5,74.5,96.7,69.6,24.2,36.6,19.9,33.5,5.2,4.9,6.4,4.6,1.6,2.4,1.3,2.2,79.9,28.6,2266.5,2268.3,2187,2130,8851.8,1.005,-26371.9249976343,-26392.8689486583,-25446.9004940773,-24783.6753783195,137.327159758253
210,16,180,6,3340,894,3518,1236,-20403,-18862,-24331,-18591,3.3,0.9,3.5,1.2,-20.4,-18.9,-24.3,-18.6,9.0,-82.2,-26.3,-17.3,19.3,16.8,22.8,16.7,7.3,8.7,9.1,8.2,5.1,4.4,6.0,4.4,1.9,2.3,2.4,2.2,18.9,8.3,6974,7097.4,6988,7006.5,28065.9,0.594,-146063.114440901,-148647.597997255,-146356.329755236,-146743.792849179,783.747780056762
210,16,180,10,9180,-6610,16760,-800,-66080,-55330,-75650,-57790,9.2,-6.6,16.8,-0.8,-66.1,-55.3,-75.7,-57.8,18.5,-254.9,-46.1,-27.5,61.8,44.6,73.9,49.6,25.1,33.4,23.3,29.6,5.9,4.2,7.0,4.7,2.4,3.2,2.2,2.8,57.5,27.8,6193.3,6716.5,6186.4,6796.1,25892.3,0.441,-129712.171876518,-140670.047052239,-129567.658614453,-142337.185553744,723.049417462604
210,16,180,12,13440,-13840,25380,-1110,-98390,-71880,-108880,-88090,13.4,-13.8,25.4,-1.1,-98.4,-71.9,-108.9,-88.1,23.9,-367.2,-70.5,-46.6,91.9,55.3,107.0,75.7,37.6,47.9,32.5,45.0,6.1,3.7,7.1,5.0,2.5,3.2,2.1,3.0,82.5,40.7,5994.8,6888.8,6007.9,6800.7,25692.2,0.395,-125554.797598267,-144278.689813662,-125829.163356681,-142433.527728454,717.461571329419
240,8.5,100,6,16638,13996,18845,11208,-23625,-22554,-24437,-22554,16.6,14.0,18.8,11.2,-23.6,-22.6,-24.4,-22.6,60.7,-93.2,-1.7,59.0,26.2,23.4,28.5,21.0,12.1,12.5,11.7,13.9,6.9,6.2,7.5,5.6,3.2,3.3,3.1,3.7,24.8,12.6,2125.6,2032.9,2135.1,2050.8,8344.4,4.014,-24732.4790535943,-23653.8655758618,-24843.0165728873,-23862.1415332665,129.455336980813
240,8.5,100,10,38950,31330,54670,46120,-45360,-44560,-53720,-58710,39.0,31.3,54.7,46.1,-45.4,-44.6,-53.7,-58.7,171.1,-202.4,-4.8,166.3,56.4,49.4,74.2,69.3,19.8,22.9,19.2,27.8,5.4,4.7,7.1,6.6,1.9,2.2,1.8,2.6,62.3,22.4,2302.9,2197.9,2203.1,1997.6,8701.5,4.073,-26795.4582294516,-25573.7277530556,-25634.232500458,-23243.1314252258,134.995399877588
240,8.5,100,12,52540,45360,70050,70220,-58610,-55690,-64870,-76440,52.5,45.4,70.1,70.2,-58.6,-55.7,-64.9,-76.4,238.2,-255.6,-6.1,232.1,74.8,67.1,93.1,99.0,24.5,25.5,21.2,31.1,4.9,4.4,6.2,6.5,1.6,1.7,1.4,2.1,83.5,25.6,2370,2376.4,2325.2,2033.5,9105.1,3.938,-27576.2021815104,-27650.6695629288,-27054.9305115814,-23660.8468928698,141.256865531854
240,8.5,180,6,13209,11101,15767,10437,-17991,-16148,-19197,-14760,13.2,11.1,15.8,10.4,-18.0,-16.1,-19.2,-14.8,50.5,-68.1,-3.1,47.4,20.4,17.7,23.3,16.4,9.0,8.4,8.7,7.6,5.4,4.7,6.2,4.3,2.4,2.2,2.3,2.0,19.4,8.4,6872,7033.9,6847,7197.1,27950,3.341,-143926.83143646,-147317.657107235,-143403.232660862,-150735.709914341,780.511241491864
240,8.5,180,10,38489,29332,50827,34942,-51696,-45759,-61187,-60248,38.5,29.3,50.8,34.9,-51.7,-45.8,-61.2,-60.2,153.6,-218.9,-9.4,144.2,59.2,48.3,74.6,60.4,25.5,25.0,27.6,34.7,5.6,4.6,7.1,5.8,2.4,2.4,2.6,3.3,60.6,28.2,6211,6364.4,6158.2,6426.5,25160.1,3.657,-130082.879809641,-133295.681896713,-128977.039195578,-134596.301255299,702.60253620964
240,8.5,180,12,52033,41902,77066,65264,-69612,-65175,-84671,-99818,52.0,41.9,77.1,65.3,-69.6,-65.2,-84.7,-99.8,236.3,-319.3,-12.2,224.1,79.9,68.9,109.1,106.4,34.3,35.5,34.8,53.8,5.3,4.6,7.2,7.0,2.3,2.3,2.3,3.6,91.1,39.6,6554,6391.6,6304.4,5439.2,24689.2,3.906,-137266.65501085,-133865.357364563,-132039.044835277,-113918.338409371,689.452527493414
240,16,100,6,15021,19021,23709,21130,-20804,-20885,-20751,-20916,15.0,19.0,23.7,21.1,-20.8,-20.9,-20.8,-20.9,78.9,-83.4,-16.6,62.3,23.4,26.9,30.9,28.8,10.5,8.6,6.1,7.5,6.2,7.1,8.2,7.6,2.8,2.3,1.6,2.0,27.5,8.2,2123.4,2040.1,2087,2063.9,8314.4,5.217,-24706.8808912317,-23737.6413799575,-24283.3476594144,-24014.5669546073,128.989915846948
240,16,100,10,43600,35260,55210,40080,-46770,-52850,-54580,-59350,43.6,35.3,55.2,40.1,-46.8,-52.9,-54.6,-59.4,174.2,-213.6,-14.5,159.7,61.1,57.0,75.1,64.4,18.7,28.1,19.7,31.4,5.8,5.4,7.2,6.1,1.8,2.7,1.9,3.0,64.4,24.5,2278.4,2158.8,2144.6,2006.2,8588,4.146,-26510.3877849592,-25118.7785947024,-24953.5540921803,-23343.1969690068,133.234556587798
240,16,100,12,62660,56640,74200,61060,-64490,-74180,-68660,-75630,62.7,56.6,74.2,61.1,-64.5,-74.2,-68.7,-75.6,254.6,-283.0,-17.0,237.6,86.5,86.1,98.6,90.7,24.5,35.9,22.4,35.0,5.7,5.7,6.5,6.0,1.6,2.4,1.5,2.3,90.5,29.4,2291.9,2219.1,2242.7,2017.5,8771.2,4.209,-26667.4674176387,-25820.4009540041,-26094.9994229845,-23474.6784393237,136.076728311935
240,16,180,6,13165,9550,14945,8430,-17404,-14670,-17990,-13225,13.2,9.5,14.9,8.4,-17.4,-14.7,-18.0,-13.2,46.1,-63.3,-6.3,39.8,20.1,15.6,21.9,13.9,8.5,7.9,8.1,7.2,5.3,4.1,5.8,3.7,2.2,2.1,2.1,1.9,17.9,7.9,7049.2,7085.8,6928.3,7097.8,28161.1,3.048,-147638.099557901,-148404.648165377,-145105.975879108,-148655.975577664,786.4062655734
240,16,180,10,41361,35281,51923,25591,-55462,-56404,-60802,-57066,41.4,35.3,51.9,25.6,-55.5,-56.4,-60.8,-57.1,154.2,-229.7,-22.2,131.9,63.6,58.8,75.4,50.7,27.4,31.2,26.7,36.6,6.1,5.6,7.2,4.8,2.6,3.0,2.5,3.5,62.1,30.5,6547.4,6204.1,6273.3,6207,25231.8,3.670,-137128.424934092,-129938.366547576,-131387.687958432,-129999.104005546,704.604777927528
240,16,180,12,61160,47650,80620,48470,-76870,-88950,-88320,-93040,61.2,47.7,80.6,48.5,-76.9,-89.0,-88.3,-93.0,237.9,-347.2,-21.6,216.3,91.4,85.7,114.0,88.5,36.0,53.2,36.2,56.3,6.0,5.7,7.5,5.9,2.4,3.5,2.4,3.7,94.9,45.4,6026.9,5980.1,5889.8,6295.8,24192.6,3.934,-126227.098426136,-125246.921518215,-123355.682740754,-131858.926856471,675.584839388768
270,8.5,100,6,24284,24869,23259,27523,-12254,-15969,-11958,-16126,24.3,24.9,23.3,27.5,-12.3,-16.0,-12.0,-16.1,99.9,-56.3,11.8,111.7,24.3,24.9,23.3,27.5,12.3,16.0,12.0,16.1,6.4,6.6,6.2,7.3,3.2,4.2,3.2,4.3,25.0,14.1,2260,2160.7,2168.5,2124.2,8713.4,6.609,-26296.2940633812,-25140.886098561,-25231.6432196647,-24716.189313909,135.180016927355
270,8.5,100,10,53090,58520,65320,68120,-25040,-31010,-22630,-28760,53.1,58.5,65.3,68.1,-25.0,-31.0,-22.6,-28.8,245.1,-107.4,32.0,277.1,53.1,58.5,65.3,68.1,25.0,31.0,22.6,28.8,5.1,5.6,6.2,6.5,2.4,3.0,2.2,2.7,61.3,26.9,2375.7,2401.5,2168.3,2194.6,9140.1,5.835,-27642.5246930862,-27942.7213244292,-25229.3161139954,-25535.3305095117,141.799856854697
270,8.5,100,12,80448,82912,86726,83021,-33615,-38075,-26896,-30262,80.4,82.9,86.7,83.0,-33.6,-38.1,-26.9,-30.3,333.1,-128.8,39.3,372.4,80.4,82.9,86.7,83.0,33.6,38.1,26.9,30.3,5.3,5.5,5.7,5.5,2.2,2.5,1.8,2.0,83.3,32.2,2376.8,2410.7,2250.4,2296.8,9334.7,5.508,-27655.3237742675,-28049.7681852182,-26184.5929912536,-26724.4815065372,144.818888609702
